week,country,channel,installs,roas_w0,roas_w1,roas_w2,roas_w3,roas_w4,roas_w5,roas_w6,lifetime_value_w0,lifetime_value_w4,lifetime_value_w1,lifetime_value_w2,lifetime_value_w3,lifetime_value_w5,lifetime_value_w6,lifetime_value_ad_w0,lifetime_value_ad_w1,lifetime_value_ad_w2,lifetime_value_ad_w3,lifetime_value_ad_w4,lifetime_value_ad_w5,lifetime_value_ad_w6,lifetime_value_iap_w0,lifetime_value_iap_w1,lifetime_value_iap_w2,lifetime_value_iap_w3,lifetime_value_iap_w4,lifetime_value_iap_w5,lifetime_value_iap_w6,ecpi,trial started_w0_events_cost_cohort,cost_per_paying_user_d0
2025-04-21,Democratic Republic Of Congo,Organic,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,0.0019,0.0189,0.0191,0.0191,0.0,0.0,0.0189,0.0189,0.0191,0.0191,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Denmark,Organic,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0767,0.1178,0.0795,0.0813,0.0832,0.0,0.0,0.0767,0.0795,0.0813,0.0832,0.1178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Dominica,Organic,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0627,0.0627,0.0627,0.0627,0.0627,0.0,0.0,0.0627,0.0627,0.0627,0.0627,0.0627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Dominican Republic,Google Organic Search,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Dominican Republic,Organic,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0272,0.0201,0.0206,0.0228,0.0,0.0,0.02,0.0201,0.0206,0.0228,0.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,East Timor,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0069,0.0069,0.0069,0.0,0.0,0.0069,0.0069,0.0069,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Ecuador,Organic,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1416,1.0014,0.254,0.2542,0.2542,0.0,0.0,0.0299,0.0304,0.0306,0.0307,0.0576,0.0,0.0,0.1118,0.2235,0.2235,0.2235,0.9439,0.0,0.0,0.0,0.0,0.0
2025-04-21,Egypt,Organic,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073,0.0089,0.0076,0.0077,0.0078,0.0,0.0,0.0073,0.0076,0.0077,0.0078,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,El Salvador,Google Organic Search,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0566,0.0566,0.0566,0.0566,0.0566,0.0,0.0,0.0566,0.0566,0.0566,0.0566,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,El Salvador,Organic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273,0.0222,0.028,0.0282,0.0291,0.0,0.0,0.0273,0.028,0.0282,0.0291,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Equatorial Guinea,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0052,0.0052,0.0052,0.0,0.0,0.0052,0.0052,0.0052,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Estonia,Organic,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1459,0.3016,0.1516,0.1516,0.1565,0.0,0.0,0.1459,0.1516,0.1516,0.1565,0.3016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Ethiopia,Google Organic Search,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0,0.0132,0.0132,0.0132,0.0,0.0,0.0132,0.0132,0.0132,0.0132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Ethiopia,Organic,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0102,0.0116,0.0126,0.0126,0.0,0.0,0.0104,0.0116,0.0126,0.0126,0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Faroe Islands,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Fiji,Organic,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1934,0.5248,0.2206,0.2285,0.316,0.0,0.0,0.1934,0.2206,0.2285,0.316,0.5248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Finland,Organic,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0652,0.0573,0.0683,0.0725,0.0786,0.0,0.0,0.0652,0.0683,0.0725,0.0786,0.0573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,France,Google Ads,2,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.0514,0.1684,0.1684,0.1684,0.1684,0.1684,0.0,0.0,0.1684,0.1684,0.1684,0.1684,0.1684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2794,0.0,0.0
2025-04-21,France,Organic,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0733,0.0716,0.0769,0.0781,0.0799,0.0,0.0,0.0733,0.0769,0.0781,0.0799,0.0716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,French Polynesia,Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173,0.0307,0.0173,0.0173,0.0173,0.0,0.0,0.0173,0.0173,0.0173,0.0173,0.0307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Gabon,Organic,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.002,0.0131,0.0131,0.0131,0.0,0.0,0.013,0.0131,0.0131,0.0131,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Gambia,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0042,0.0042,0.0042,0.0042,0.0,0.0,0.0042,0.0042,0.0042,0.0042,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Georgia,Organic,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195,0.0245,0.0201,0.0203,0.0203,0.0,0.0,0.0195,0.0201,0.0203,0.0203,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Germany,Google Ads,2,0.0074,0.0074,0.0074,0.0074,0.0074,0.0074,0.0074,0.0898,0.0898,0.0898,0.0898,0.0898,0.0,0.0,0.0898,0.0898,0.0898,0.0898,0.0898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2113,0.0,0.0
2025-04-21,Germany,Organic,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1665,0.2372,0.1694,0.1744,0.1758,0.0,0.0,0.1235,0.1264,0.1315,0.1329,0.123,0.0,0.0,0.0429,0.0429,0.0429,0.0429,0.1142,0.0,0.0,0.0,0.0,0.0
2025-04-21,Ghana,Organic,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0423,0.0605,0.0424,0.0424,0.0424,0.0,0.0,0.0423,0.0424,0.0424,0.0424,0.0605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Greece,Organic,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0292,0.0226,0.0228,0.0229,0.0,0.0,0.022,0.0226,0.0228,0.0229,0.0292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Greenland,Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0013,0.0013,0.0013,0.0013,0.0,0.0,0.0013,0.0013,0.0013,0.0013,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Grenada,Organic,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0335,0.0088,0.0335,0.0335,0.0335,0.0,0.0,0.0335,0.0335,0.0335,0.0335,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Guadeloupe,Organic,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0844,0.039,0.039,0.039,0.0,0.0,0.034,0.039,0.039,0.039,0.0844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Guam,Organic,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.005,0.005,0.0,0.0,0.005,0.005,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Guatemala,Organic,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101,0.0106,0.0103,0.011,0.0119,0.0,0.0,0.0101,0.0103,0.011,0.0119,0.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Guinea,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Guyana,Google Organic Search,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0033,0.0033,0.0033,0.0,0.0,0.0033,0.0033,0.0033,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Guyana,Organic,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211,0.0284,0.0216,0.0219,0.022,0.0,0.0,0.0211,0.0216,0.0219,0.022,0.0284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Haiti,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,0.0094,0.0094,0.0094,0.0094,0.0,0.0,0.0094,0.0094,0.0094,0.0094,0.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Honduras,Organic,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131,0.0184,0.0131,0.0131,0.0131,0.0,0.0,0.0131,0.0131,0.0131,0.0131,0.0184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Hong Kong,Organic,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454,0.0495,0.0454,0.0454,0.0454,0.0,0.0,0.0454,0.0454,0.0454,0.0454,0.0495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Hungary,Organic,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555,0.0825,0.0573,0.0577,0.0577,0.0,0.0,0.0555,0.0573,0.0577,0.0577,0.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Iceland,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.021,0.021,0.021,0.0,0.0,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,India,Google Ads,1,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0079,0.0079,0.0079,0.0079,0.0079,0.0,0.0,0.0079,0.0079,0.0079,0.0079,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6916,0.0,0.0
2025-04-21,India,Google Organic Search,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,India,Organic,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0104,0.0085,0.0088,0.009,0.0,0.0,0.008,0.0085,0.0088,0.009,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Indonesia,Organic,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0301,0.0163,0.0178,0.0188,0.0,0.0,0.016,0.0163,0.0178,0.0188,0.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,"Iran, Islamic Republic Of",Google Ads,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,"Iran, Islamic Republic Of",Google Organic Search,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,"Iran, Islamic Republic Of",Organic,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0171,0.0107,0.0108,0.0108,0.0,0.0,0.0098,0.0107,0.0108,0.0108,0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Iraq,Organic,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.0129,0.0088,0.0089,0.0089,0.0,0.0,0.0088,0.0088,0.0089,0.0089,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Ireland,Organic,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0695,0.1098,0.077,0.077,0.0779,0.0,0.0,0.0695,0.077,0.077,0.0779,0.1098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Isle Of Man,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0029,0.0029,0.0029,0.0029,0.0,0.0,0.0029,0.0029,0.0029,0.0029,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Israel,Organic,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0767,0.113,0.081,0.0816,0.0846,0.0,0.0,0.0767,0.081,0.0816,0.0846,0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Italy,Google Organic Search,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,0.0236,0.0118,0.0118,0.0118,0.0,0.0,0.0118,0.0118,0.0118,0.0118,0.0236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Italy,Organic,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0268,0.0226,0.0274,0.0275,0.0282,0.0,0.0,0.0268,0.0274,0.0275,0.0282,0.0226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Jamaica,Organic,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211,0.0245,0.0215,0.0219,0.0219,0.0,0.0,0.0211,0.0215,0.0219,0.0219,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Japan,Google Ads,1,0.0515,0.0515,0.0515,0.0515,0.0515,0.0515,0.0515,0.0795,0.0795,0.0795,0.0795,0.0795,0.0,0.0,0.0795,0.0795,0.0795,0.0795,0.0795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5423,0.0,0.0
2025-04-21,Japan,Organic,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0302,0.018,0.0302,0.0302,0.0313,0.0,0.0,0.0302,0.0302,0.0302,0.0313,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Jordan,Organic,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4028,1.8299,0.7783,0.7783,0.7783,0.0,0.0,0.0274,0.0274,0.0274,0.0274,0.0063,0.0,0.0,0.3755,0.7509,0.7509,0.7509,1.8236,0.0,0.0,0.0,0.0,0.0
2025-04-21,Kazakhstan,Organic,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289,0.0644,0.0313,0.0405,0.0431,0.0,0.0,0.0289,0.0313,0.0405,0.0431,0.0644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Kenya,Organic,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219,0.0261,0.0223,0.0226,0.0227,0.0,0.0,0.0219,0.0223,0.0226,0.0227,0.0261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Kiribati,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0371,0.0,0.0371,0.0371,0.0371,0.0,0.0,0.0371,0.0371,0.0371,0.0371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Kuwait,Organic,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0507,0.0874,0.0575,0.0596,0.0662,0.0,0.0,0.0507,0.0575,0.0596,0.0662,0.0874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Kyrgyzstan,Organic,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0216,0.0175,0.0175,0.0175,0.0,0.0,0.0175,0.0175,0.0175,0.0175,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Latvia,Organic,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0503,0.0565,0.0544,0.0544,0.0573,0.0,0.0,0.0503,0.0544,0.0544,0.0573,0.0565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Lebanon,Organic,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126,0.0196,0.0126,0.0126,0.013,0.0,0.0,0.0126,0.0126,0.0126,0.013,0.0196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Lesotho,Organic,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215,0.0088,0.026,0.026,0.026,0.0,0.0,0.0215,0.026,0.026,0.026,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Liberia,Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0,0.0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Libya,Google Organic Search,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0057,0.0057,0.0057,0.0,0.0,0.0057,0.0057,0.0057,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Libya,Organic,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408,0.0237,0.0408,0.0411,0.0411,0.0,0.0,0.0408,0.0408,0.0411,0.0411,0.0237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Lithuania,Organic,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0482,0.0334,0.0497,0.0497,0.0497,0.0,0.0,0.0482,0.0497,0.0497,0.0497,0.0334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Luxembourg,Organic,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1032,0.0825,0.1056,0.1056,0.1056,0.0,0.0,0.1032,0.1056,0.1056,0.1056,0.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Macao,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0025,0.0025,0.0025,0.0,0.0,0.0025,0.0025,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,"Macedonia, The Former Yugoslav Republic Of",Organic,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337,0.0377,0.0337,0.0337,0.0338,0.0,0.0,0.0337,0.0337,0.0337,0.0338,0.0377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Madagascar,Organic,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0608,0.104,0.0609,0.0624,0.0645,0.0,0.0,0.0608,0.0609,0.0624,0.0645,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Malawi,Google Organic Search,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0968,0.0968,0.0968,0.0968,0.0968,0.0,0.0,0.0968,0.0968,0.0968,0.0968,0.0968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Malawi,Organic,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0474,0.0382,0.0474,0.0475,0.0475,0.0,0.0,0.0474,0.0474,0.0475,0.0475,0.0382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Malaysia,Google Organic Search,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Malaysia,Organic,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256,0.0323,0.0264,0.0264,0.0266,0.0,0.0,0.0256,0.0264,0.0264,0.0266,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Maldives,Organic,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743,0.1166,0.0753,0.0753,0.0753,0.0,0.0,0.0743,0.0753,0.0753,0.0753,0.1166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Mali,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Malta,Organic,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0466,0.0,0.0466,0.0466,0.0466,0.0,0.0,0.0466,0.0466,0.0466,0.0466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Martinique,Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0343,0.0,0.0586,0.0586,0.0587,0.0,0.0,0.0343,0.0586,0.0586,0.0587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Mauritania,Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0057,0.0057,0.0057,0.0057,0.0,0.0,0.0057,0.0057,0.0057,0.0057,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Mauritius,Organic,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0264,0.0228,0.0232,0.0235,0.0,0.0,0.022,0.0228,0.0232,0.0235,0.0264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Mexico,Google Ads,1,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0213,0.0213,0.0213,0.0213,0.0213,0.0,0.0,0.0213,0.0213,0.0213,0.0213,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4586,0.0,0.0
2025-04-21,Mexico,Google Organic Search,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0578,0.0578,0.0578,0.0578,0.0578,0.0,0.0,0.0578,0.0578,0.0578,0.0578,0.0578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Mexico,Organic,546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0354,0.0352,0.0364,0.0369,0.0,0.0,0.0334,0.0352,0.0364,0.0369,0.0354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,"Micronesia, Federated States Of",Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147,0.0271,0.0147,0.0147,0.0147,0.0,0.0,0.0147,0.0147,0.0147,0.0147,0.0271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Moldova,Organic,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277,0.0359,0.028,0.0283,0.0283,0.0,0.0,0.0277,0.028,0.0283,0.0283,0.0359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,Mongolia,Organic,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168,0.0253,0.0173,0.0174,0.0175,0.0,0.0,0.0168,0.0173,0.0174,0.0175,0.0253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
